date,source,medium,new_users,sessions,engaged_sessions,engagement_rate,transactions,total_revenue
2025-02-28,email,newsletter,125,169,110,0.65,3,945.06
2025-02-28,tiktok,social,59,88,51,0.59,2,453.91
2025-02-28,email,newsletter,64,78,49,0.63,2,530.7
2025-02-28,email,newsletter,80,110,70,0.64,3,769.65
2025-02-28,instagram,social,133,173,97,0.56,4,929.83
2025-02-28,google,organic,84,104,62,0.6,3,741.26
2025-02-28,google,organic,72,96,56,0.59,2,469.07
2025-03-01,direct,(none),239,288,171,0.6,14,3776.22
2025-03-01,google,cpc,224,302,207,0.69,11,2771.07
2025-03-01,google,organic,156,231,143,0.62,12,3232.97
2025-03-01,google,organic,255,381,208,0.55,18,4606.91
2025-03-01,google,cpc,204,279,185,0.66,12,2759.8
2025-03-01,tiktok,social,128,160,100,0.63,8,2051.29
2025-03-01,email,newsletter,121,174,117,0.67,7,1539.83
2025-03-01,google,organic,71,95,53,0.57,3,647.91
2025-03-01,email,newsletter,88,129,70,0.54,6,1536.95
2025-03-01,email,newsletter,218,272,147,0.54,13,3055.75
2025-03-01,tiktok,social,57,82,57,0.7,3,828.41
2025-03-01,direct,(none),141,208,105,0.51,11,3063.91
2025-03-01,email,newsletter,163,225,115,0.51,9,2413.05
2025-03-01,direct,(none),64,90,53,0.59,3,773.71
2025-03-02,tiktok,social,175,250,126,0.5,8,1621.74
2025-03-02,google,organic,53,72,42,0.59,3,653.69
2025-03-02,instagram,social,258,313,193,0.62,15,3553.32
2025-03-02,direct,(none),51,67,39,0.59,3,637.12
2025-03-02,instagram,social,116,169,105,0.62,6,1330.99
2025-03-02,tiktok,social,34,48,28,0.59,2,456.46
2025-03-03,email,newsletter,157,201,116,0.58,7,2064.08
2025-03-03,tiktok,social,171,245,170,0.7,10,2354.67
2025-03-03,google,organic,57,74,41,0.56,2,582.58
2025-03-03,google,organic,63,85,53,0.63,2,583.9
2025-03-03,email,newsletter,180,249,155,0.62,10,2712.68
2025-03-03,tiktok,social,28,40,26,0.67,1,246.45
2025-03-03,instagram,social,66,84,54,0.65,2,465.91
2025-03-03,direct,(none),49,62,43,0.7,1,225.42
2025-03-03,tiktok,social,105,151,84,0.56,5,1439.81
2025-03-03,instagram,social,79,103,71,0.69,2,454.68
2025-03-04,instagram,social,379,528,359,0.68,36,8111.73
2025-03-04,google,cpc,303,444,282,0.64,28,6031.92
2025-03-04,tiktok,social,86,118,78,0.67,8,1702.62
2025-03-04,email,newsletter,159,215,136,0.63,13,2700.0
2025-03-04,google,organic,110,151,85,0.57,11,2201.56
2025-03-04,instagram,social,319,447,304,0.68,32,6241.5
2025-03-04,instagram,social,246,308,195,0.63,18,4049.62
2025-03-04,tiktok,social,364,474,272,0.57,28,6491.1
2025-03-04,google,cpc,356,512,311,0.61,37,8759.94
2025-03-04,google,cpc,337,441,290,0.66,28,5705.82
2025-03-05,tiktok,social,220,304,171,0.56,13,3409.33
2025-03-05,direct,(none),123,150,81,0.54,6,1536.78
2025-03-05,tiktok,social,148,204,128,0.63,7,1745.22
2025-03-05,tiktok,social,193,234,122,0.52,8,1859.07
2025-03-05,tiktok,social,88,107,55,0.52,4,1054.12
2025-03-05,instagram,social,43,54,33,0.62,1,283.88
2025-03-05,google,organic,44,64,36,0.57,2,448.13
2025-03-05,google,cpc,187,249,159,0.64,11,2887.23
2025-03-05,direct,(none),204,273,185,0.68,9,1942.92
2025-03-05,direct,(none),57,78,41,0.54,3,798.87
2025-03-05,direct,(none),230,310,172,0.56,12,2870.75
2025-03-05,instagram,social,168,231,151,0.65,8,1844.46
2025-03-05,google,cpc,216,322,202,0.63,15,3762.64
2025-03-05,google,organic,187,258,164,0.64,9,2297.86
2025-03-06,direct,(none),67,92,57,0.63,1,240.47
2025-03-06,email,newsletter,64,84,47,0.56,2,593.3
2025-03-06,email,newsletter,148,205,103,0.5,5,1259.49
2025-03-06,tiktok,social,61,81,49,0.62,1,309.43
2025-03-06,google,cpc,139,200,109,0.55,5,1488.06
2025-03-06,instagram,social,135,180,101,0.56,5,1556.52
2025-03-06,direct,(none),78,111,67,0.61,3,721.78
2025-03-07,google,organic,41,57,31,0.55,1,271.37
2025-03-07,tiktok,social,102,126,84,0.67,2,572.85
2025-03-07,google,cpc,72,93,56,0.6,1,238.83
2025-03-07,google,organic,110,156,103,0.66,4,1130.31
2025-03-07,direct,(none),126,177,117,0.66,3,922.61
2025-03-08,instagram,social,213,312,171,0.55,12,2704.46
2025-03-08,instagram,social,242,313,166,0.53,11,2454.9
2025-03-08,tiktok,social,211,307,160,0.52,12,3163.31
2025-03-08,tiktok,social,147,190,101,0.53,8,2022.81
2025-03-08,tiktok,social,149,207,117,0.57,7,1449.96
2025-03-09,google,cpc,64,94,58,0.62,4,829.37
2025-03-09,tiktok,social,92,128,80,0.63,5,1396.77
2025-03-09,direct,(none),94,138,88,0.64,6,1653.76
2025-03-09,email,newsletter,242,300,157,0.53,13,3061.47
2025-03-09,direct,(none),161,236,124,0.53,8,1920.88
2025-03-09,tiktok,social,132,186,101,0.54,8,2011.3
2025-03-09,google,organic,78,100,65,0.66,3,603.0
2025-03-09,tiktok,social,59,80,53,0.67,2,573.0
2025-03-10,google,cpc,26,33,17,0.54,0,0.0
2025-03-10,google,cpc,81,119,82,0.7,3,674.61
2025-03-10,instagram,social,123,171,108,0.63,4,908.29
2025-03-10,tiktok,social,171,246,168,0.69,7,1621.78
2025-03-10,direct,(none),161,223,129,0.58,6,1683.76
2025-03-10,instagram,social,154,229,155,0.68,9,2296.35
2025-03-10,direct,(none),107,136,76,0.57,3,777.29
2025-03-10,email,newsletter,40,58,38,0.66,1,237.32
2025-03-10,google,organic,130,190,129,0.68,7,2144.2
2025-03-10,email,newsletter,133,186,105,0.56,7,1879.83
2025-03-10,tiktok,social,91,119,70,0.59,3,779.19
2025-03-10,instagram,social,88,116,77,0.67,3,751.56
2025-03-10,direct,(none),33,40,20,0.51,1,274.54
2025-03-11,direct,(none),201,259,153,0.59,15,3750.67
2025-03-11,instagram,social,205,257,170,0.66,11,2149.36
2025-03-11,google,organic,162,214,138,0.65,13,3311.09
2025-03-11,email,newsletter,171,253,159,0.63,11,2080.15
2025-03-12,tiktok,social,195,272,155,0.57,10,2826.15
2025-03-12,google,organic,94,113,76,0.68,3,855.96
2025-03-12,direct,(none),114,169,106,0.63,6,1804.07
2025-03-12,google,organic,37,53,28,0.54,1,218.34
2025-03-12,google,cpc,111,160,91,0.57,6,1337.83
2025-03-12,instagram,social,113,149,76,0.51,3,707.01
2025-03-12,instagram,social,156,191,116,0.61,4,902.73
2025-03-12,tiktok,social,48,68,34,0.5,1,224.6
2025-03-12,google,organic,37,47,24,0.53,1,239.68
2025-03-12,email,newsletter,65,84,42,0.51,2,513.78
2025-03-13,email,newsletter,111,137,71,0.52,4,1105.65
2025-03-13,tiktok,social,21,27,15,0.58,0,0.0
2025-03-13,tiktok,social,86,117,77,0.66,4,1021.33
2025-03-13,instagram,social,119,143,72,0.51,4,1298.16
2025-03-13,instagram,social,49,67,34,0.51,2,511.54
2025-03-14,direct,(none),84,107,53,0.5,3,927.49
2025-03-14,google,cpc,83,109,61,0.56,2,547.99
2025-03-14,instagram,social,55,79,54,0.69,1,247.64
2025-03-14,google,cpc,41,55,32,0.59,0,0.0
2025-03-14,tiktok,social,112,135,71,0.53,2,466.88
2025-03-14,tiktok,social,131,161,108,0.67,4,1289.86
2025-03-14,tiktok,social,70,85,48,0.58,2,612.58
2025-03-14,instagram,social,122,181,112,0.62,5,1521.95
2025-03-14,instagram,social,132,196,99,0.51,6,1592.82
2025-03-14,instagram,social,71,104,59,0.57,3,791.16
2025-03-15,google,cpc,114,161,111,0.69,9,2149.18
2025-03-15,tiktok,social,156,198,107,0.54,9,1701.14
2025-03-15,email,newsletter,41,53,36,0.69,2,442.8
2025-03-15,google,cpc,137,166,83,0.5,8,1583.79
2025-03-15,tiktok,social,183,259,136,0.53,15,3283.37
2025-03-15,instagram,social,153,215,114,0.53,10,1894.02
2025-03-15,direct,(none),193,239,153,0.64,10,1961.51
2025-03-15,direct,(none),247,356,204,0.57,16,3184.55
2025-03-15,direct,(none),222,272,157,0.58,16,3525.0
2025-03-15,email,newsletter,120,171,103,0.61,7,1480.93
2025-03-15,google,cpc,41,50,29,0.59,2,494.5
2025-03-16,google,cpc,48,63,42,0.67,2,476.39
2025-03-16,direct,(none),167,233,159,0.68,12,2578.48
2025-03-16,tiktok,social,323,417,257,0.62,22,5191.31
2025-03-16,email,newsletter,90,114,72,0.64,6,1322.67
2025-03-16,google,cpc,138,184,115,0.63,9,1660.27
2025-03-17,tiktok,social,131,171,109,0.64,6,1485.56
2025-03-17,email,newsletter,46,66,44,0.67,2,412.87
2025-03-17,instagram,social,166,220,147,0.67,9,1858.34
2025-03-17,google,cpc,61,81,56,0.7,3,601.41
2025-03-17,email,newsletter,79,103,71,0.69,5,1436.02
2025-03-17,direct,(none),210,266,184,0.69,12,2455.81
2025-03-17,tiktok,social,166,209,126,0.6,10,2797.27
2025-03-18,google,cpc,138,197,124,0.63,10,2490.48
2025-03-18,email,newsletter,65,80,41,0.52,3,748.04
2025-03-18,instagram,social,60,76,50,0.67,2,486.68
2025-03-19,tiktok,social,192,284,142,0.5,7,1731.1
2025-03-19,google,cpc,36,47,31,0.67,1,248.9
2025-03-19,direct,(none),139,193,124,0.64,5,1199.47
2025-03-19,instagram,social,184,221,114,0.52,8,2045.77
2025-03-19,email,newsletter,107,145,87,0.61,3,674.95
2025-03-19,google,cpc,107,140,77,0.55,4,1191.88
2025-03-19,instagram,social,105,146,96,0.66,5,1085.38
2025-03-19,tiktok,social,146,210,114,0.54,5,1287.67
2025-03-20,tiktok,social,188,247,128,0.52,9,2554.41
2025-03-20,instagram,social,113,165,96,0.58,4,996.81
2025-03-20,google,cpc,149,191,110,0.58,4,1013.11
2025-03-20,google,cpc,180,245,135,0.55,8,2332.59
2025-03-20,direct,(none),117,173,97,0.56,6,1308.59
2025-03-20,tiktok,social,159,211,146,0.69,7,1584.05
2025-03-20,instagram,social,49,59,30,0.52,1,276.61
2025-03-21,direct,(none),112,157,81,0.52,5,1421.23
2025-03-21,instagram,social,137,169,101,0.6,4,1215.54
2025-03-21,instagram,social,94,113,62,0.56,1,311.64
2025-03-21,direct,(none),32,41,25,0.62,1,320.67
2025-03-21,tiktok,social,149,184,118,0.64,4,935.67
2025-03-21,email,newsletter,51,71,44,0.63,1,254.54
2025-03-21,instagram,social,69,91,62,0.69,2,471.83
2025-03-21,google,cpc,108,143,92,0.64,4,950.91
2025-03-21,email,newsletter,69,94,60,0.64,2,585.87
2025-03-21,direct,(none),136,176,112,0.64,4,1265.11
2025-03-22,email,newsletter,147,189,108,0.57,11,2072.43
2025-03-22,email,newsletter,74,93,59,0.64,4,846.48
2025-03-22,google,organic,220,274,157,0.57,11,2395.84
2025-03-22,tiktok,social,272,378,255,0.68,18,4154.99
2025-03-22,email,newsletter,280,351,244,0.7,14,3022.07
2025-03-22,direct,(none),222,301,172,0.57,16,3160.6
2025-03-23,email,newsletter,132,173,88,0.51,5,1121.13
2025-03-23,google,cpc,53,63,36,0.58,2,521.68
2025-03-23,google,cpc,66,90,46,0.51,4,856.13
2025-03-23,direct,(none),164,228,129,0.57,10,2037.1
2025-03-23,email,newsletter,151,216,111,0.52,8,1640.88
2025-03-23,email,newsletter,122,157,107,0.68,5,1232.64
2025-03-23,instagram,social,154,214,146,0.68,10,2685.57
2025-03-23,google,organic,94,139,78,0.57,6,1677.25
2025-03-24,google,cpc,249,347,228,0.66,18,4900.28
2025-03-24,instagram,social,242,301,177,0.59,13,3637.76
2025-03-24,tiktok,social,247,309,197,0.64,13,2892.57
2025-03-24,direct,(none),233,310,209,0.68,13,3302.76
2025-03-24,google,organic,181,249,141,0.57,10,2702.89
2025-03-24,direct,(none),263,356,212,0.6,14,2955.25
2025-03-24,tiktok,social,199,288,176,0.61,14,3769.96
2025-03-24,instagram,social,69,102,54,0.53,4,830.81
2025-03-24,direct,(none),128,177,118,0.67,8,1601.17
2025-03-25,instagram,social,129,160,110,0.69,3,744.93
2025-03-25,email,newsletter,140,198,127,0.64,5,1291.14
2025-03-25,email,newsletter,107,156,100,0.65,3,970.05
2025-03-25,email,newsletter,48,70,38,0.55,1,243.0
2025-03-25,email,newsletter,101,139,79,0.57,2,587.28
2025-03-25,direct,(none),137,196,109,0.56,4,1235.83
2025-03-25,email,newsletter,28,35,22,0.65,0,0.0
2025-03-26,email,newsletter,59,82,41,0.51,2,511.17
2025-03-26,instagram,social,26,31,17,0.56,1,259.24
2025-03-26,google,organic,153,200,114,0.57,5,1244.81
2025-03-26,tiktok,social,42,55,28,0.52,1,300.12
2025-03-26,tiktok,social,145,185,111,0.6,6,1366.73
2025-03-26,email,newsletter,122,168,117,0.7,6,1505.24
2025-03-26,direct,(none),76,103,60,0.59,3,924.88
2025-03-26,google,organic,120,145,92,0.64,5,1136.47
2025-03-27,instagram,social,299,441,259,0.59,26,6821.43
2025-03-27,direct,(none),126,178,106,0.6,10,2522.17
2025-03-27,google,organic,131,183,111,0.61,8,1613.13
2025-03-27,direct,(none),191,239,124,0.52,11,2308.9
2025-03-27,google,cpc,74,93,58,0.63,4,983.32
2025-03-27,instagram,social,54,77,42,0.55,3,604.98
2025-03-27,instagram,social,208,263,171,0.65,11,2394.07
2025-03-28,google,cpc,97,121,63,0.53,2,583.39
2025-03-28,tiktok,social,71,86,51,0.6,2,565.84
2025-03-28,tiktok,social,132,180,103,0.57,7,2086.85
2025-03-28,google,organic,133,199,123,0.62,7,1703.7
2025-03-28,google,cpc,161,225,143,0.64,7,1901.97
2025-03-28,instagram,social,146,178,122,0.69,4,912.35
2025-03-28,google,cpc,31,41,25,0.63,1,292.91
2025-03-28,email,newsletter,58,72,38,0.54,2,549.0
2025-03-28,tiktok,social,166,216,121,0.56,8,2163.19
2025-03-28,google,cpc,70,91,61,0.68,3,847.76
2025-03-29,tiktok,social,235,295,169,0.57,10,2051.06
2025-03-29,direct,(none),237,294,194,0.66,13,3047.91
2025-03-29,direct,(none),206,290,202,0.7,13,2971.77
2025-03-29,google,organic,233,312,177,0.57,15,3129.12
2025-03-29,email,newsletter,213,284,169,0.6,15,3378.3
2025-03-29,google,organic,185,274,141,0.51,11,2609.98
2025-03-29,email,newsletter,178,247,141,0.57,9,2332.29
2025-03-29,google,organic,51,63,37,0.59,3,702.07
2025-03-30,direct,(none),87,107,62,0.58,4,1065.72
2025-03-30,instagram,social,110,133,67,0.51,7,1874.82
2025-03-30,google,organic,53,69,40,0.59,3,826.91
2025-03-30,google,cpc,180,257,178,0.69,10,2214.22
2025-03-30,google,organic,247,358,181,0.51,20,4170.88
2025-03-30,direct,(none),131,179,101,0.56,8,2202.01
2025-03-30,google,cpc,169,251,169,0.68,13,3108.93
2025-03-30,google,cpc,152,212,140,0.66,8,1804.17
2025-03-30,google,cpc,152,218,125,0.58,11,2507.71
2025-03-31,tiktok,social,216,302,194,0.65,12,3176.27
2025-03-31,instagram,social,209,274,147,0.54,8,2219.72
2025-03-31,instagram,social,131,194,117,0.61,8,1770.47
2025-03-31,tiktok,social,224,328,218,0.67,10,2507.0
2025-04-01,instagram,social,193,248,143,0.58,7,1743.5
2025-04-01,email,newsletter,70,93,61,0.66,2,509.9
2025-04-01,email,newsletter,144,174,101,0.59,5,1435.69
2025-04-01,direct,(none),70,89,51,0.58,3,897.59
2025-04-01,direct,(none),91,126,76,0.61,4,919.03
2025-04-02,instagram,social,108,150,92,0.62,3,678.85
2025-04-02,google,cpc,149,203,116,0.57,6,1925.55
2025-04-02,tiktok,social,34,47,23,0.5,1,251.53
2025-04-02,instagram,social,71,88,57,0.66,1,253.84
2025-04-02,direct,(none),95,131,85,0.65,4,983.32
2025-04-02,email,newsletter,70,94,61,0.66,2,458.43
2025-04-02,direct,(none),123,178,117,0.66,2,515.16
2025-04-02,direct,(none),30,43,24,0.57,0,0.0
2025-04-03,tiktok,social,114,168,113,0.68,4,1175.75
2025-04-03,instagram,social,33,46,27,0.59,0,0.0
2025-04-03,instagram,social,114,157,81,0.52,3,848.22
2025-04-03,google,organic,27,32,19,0.62,0,0.0
2025-04-03,email,newsletter,105,145,96,0.67,3,768.61
2025-04-03,google,organic,123,175,98,0.56,6,1448.42
2025-04-03,tiktok,social,103,141,96,0.68,3,759.28
2025-04-03,instagram,social,131,171,104,0.61,5,1150.3
2025-04-04,instagram,social,96,135,89,0.67,6,1163.02
2025-04-04,instagram,social,46,63,40,0.64,3,569.28
2025-04-04,direct,(none),167,201,117,0.58,10,2542.96
2025-04-04,google,cpc,171,233,139,0.6,12,2631.18
2025-04-04,instagram,social,191,255,128,0.51,15,3798.69
2025-04-04,tiktok,social,246,343,188,0.55,15,3291.41
2025-04-04,tiktok,social,57,73,45,0.63,4,985.82
2025-04-04,email,newsletter,59,86,48,0.56,4,975.79
2025-04-05,google,cpc,95,140,71,0.51,6,1403.5
2025-04-05,tiktok,social,95,125,85,0.68,5,1145.88
2025-04-05,google,organic,278,382,247,0.65,18,3453.83
2025-04-05,google,organic,287,348,237,0.68,20,4979.61
2025-04-05,tiktok,social,241,302,206,0.69,16,4005.37
2025-04-05,email,newsletter,203,271,141,0.52,13,3428.43
2025-04-05,google,cpc,303,424,217,0.51,20,4457.1
2025-04-06,google,cpc,141,208,116,0.56,8,1861.55
2025-04-06,tiktok,social,156,226,130,0.58,7,1590.04
2025-04-06,email,newsletter,37,45,22,0.51,1,206.49
2025-04-06,direct,(none),61,73,46,0.64,3,712.09
2025-04-06,direct,(none),245,356,235,0.66,14,3807.74
2025-04-06,tiktok,social,204,293,168,0.58,9,2146.63
2025-04-06,tiktok,social,228,277,185,0.67,12,2514.46
2025-04-06,google,organic,96,137,89,0.66,5,1325.42
2025-04-06,google,cpc,172,232,133,0.57,9,1956.81
2025-04-06,email,newsletter,251,305,157,0.52,15,3546.28
2025-04-07,tiktok,social,25,34,18,0.55,0,0.0
2025-04-07,instagram,social,118,168,86,0.52,3,924.93
2025-04-07,email,newsletter,147,209,114,0.55,4,1030.16
2025-04-07,tiktok,social,104,145,82,0.57,4,907.73
2025-04-07,direct,(none),55,68,36,0.53,1,294.29
2025-04-07,instagram,social,107,141,82,0.59,4,988.83
2025-04-07,google,organic,114,163,111,0.68,3,930.09
2025-04-07,instagram,social,73,100,56,0.56,2,529.11
2025-04-08,direct,(none),214,282,160,0.57,13,3200.25
2025-04-08,tiktok,social,151,186,93,0.5,8,1792.86
2025-04-08,email,newsletter,131,161,81,0.51,8,1860.73
2025-04-08,google,organic,76,110,75,0.68,5,1313.79
2025-04-08,email,newsletter,133,171,100,0.59,10,2119.08
2025-04-09,google,organic,63,83,55,0.67,2,462.99
2025-04-09,email,newsletter,138,191,127,0.67,5,1377.04
2025-04-09,instagram,social,106,155,101,0.65,3,783.62
2025-04-09,google,cpc,56,68,42,0.62,2,523.92
2025-04-09,email,newsletter,61,89,61,0.69,3,739.49
2025-04-09,direct,(none),102,142,92,0.65,3,827.5
2025-04-09,instagram,social,64,91,61,0.67,2,600.92
2025-04-09,google,organic,117,153,86,0.56,4,944.14
2025-04-10,instagram,social,149,220,115,0.53,6,1286.06
2025-04-10,google,cpc,189,282,143,0.51,7,1617.45
2025-04-10,instagram,social,169,233,119,0.51,5,1206.98
2025-04-10,direct,(none),159,230,133,0.58,7,1862.34
2025-04-10,google,organic,158,216,143,0.66,7,1798.87
2025-04-10,instagram,social,188,259,134,0.52,8,2447.87
2025-04-10,tiktok,social,84,111,72,0.66,2,476.7
2025-04-10,email,newsletter,105,141,91,0.65,5,1372.83
2025-04-10,email,newsletter,146,196,131,0.67,5,1424.67
2025-04-10,google,cpc,45,65,33,0.51,2,477.43
2025-04-10,direct,(none),80,114,60,0.53,3,894.17
2025-04-11,instagram,social,115,153,79,0.52,4,1072.67
2025-04-11,direct,(none),20,29,18,0.65,0,0.0
2025-04-11,google,organic,130,194,118,0.61,6,1573.84
2025-04-11,direct,(none),82,102,58,0.58,2,489.92
2025-04-11,tiktok,social,136,165,106,0.64,2,578.89
2025-04-11,tiktok,social,40,51,30,0.59,1,258.5
2025-04-11,email,newsletter,142,202,137,0.68,5,1432.62
2025-04-11,instagram,social,83,115,80,0.7,1,289.41
2025-04-12,direct,(none),176,241,154,0.64,12,2433.46
2025-04-12,direct,(none),35,48,30,0.63,2,521.76
2025-04-12,email,newsletter,87,124,83,0.67,5,1093.05
2025-04-12,google,organic,74,106,55,0.53,5,1261.37
2025-04-12,instagram,social,210,288,190,0.66,13,2692.64
2025-04-12,direct,(none),231,341,236,0.69,16,3851.41
2025-04-12,tiktok,social,101,143,97,0.69,6,1502.97
2025-04-12,direct,(none),115,144,100,0.7,5,1125.87
2025-04-12,email,newsletter,105,154,89,0.58,5,1385.8
2025-04-13,google,organic,102,128,71,0.56,7,1699.4
2025-04-13,google,organic,183,267,162,0.61,18,3393.79
2025-04-13,direct,(none),323,392,256,0.65,21,3884.38
2025-04-13,tiktok,social,333,425,270,0.64,27,6600.14
2025-04-13,instagram,social,192,279,174,0.62,16,2998.85
2025-04-13,google,organic,214,315,176,0.56,19,4521.82
2025-04-13,instagram,social,335,474,332,0.7,31,6207.46
2025-04-14,instagram,social,24,35,21,0.62,1,225.49
2025-04-14,google,organic,29,37,18,0.51,0,0.0
2025-04-14,email,newsletter,99,133,83,0.63,2,561.38
2025-04-14,email,newsletter,144,197,127,0.65,5,1156.86
2025-04-14,email,newsletter,141,174,98,0.57,4,1075.7
2025-04-14,direct,(none),44,56,30,0.55,1,230.77
2025-04-14,email,newsletter,90,127,84,0.66,2,460.74
2025-04-14,google,organic,92,124,86,0.7,2,617.45
2025-04-14,direct,(none),126,163,106,0.65,3,799.94
2025-04-15,google,cpc,179,247,157,0.64,12,2855.37
2025-04-15,google,cpc,210,261,177,0.68,8,1791.74
2025-04-15,google,organic,53,66,39,0.59,2,473.34
2025-04-15,tiktok,social,127,172,94,0.55,6,1573.29
2025-04-15,tiktok,social,175,217,112,0.52,8,2212.92
2025-04-15,email,newsletter,220,302,209,0.69,10,2811.92
2025-04-15,instagram,social,54,70,42,0.61,2,555.3
2025-04-16,tiktok,social,61,85,49,0.58,3,648.79
2025-04-16,tiktok,social,54,74,49,0.67,2,504.26
2025-04-16,tiktok,social,140,197,121,0.62,6,1697.9
2025-04-16,email,newsletter,91,124,75,0.61,3,711.24
2025-04-16,instagram,social,162,200,104,0.52,5,1283.7
2025-04-16,email,newsletter,192,267,185,0.7,6,1408.49
2025-04-17,tiktok,social,201,293,202,0.69,11,2171.84
2025-04-17,direct,(none),165,240,158,0.66,11,2562.37
2025-04-17,tiktok,social,110,136,80,0.59,6,1620.32
2025-04-17,google,organic,163,197,124,0.63,7,1464.7
2025-04-17,tiktok,social,197,274,168,0.62,13,3374.6
2025-04-17,instagram,social,144,187,115,0.62,8,1847.16
2025-04-17,google,organic,134,162,105,0.65,8,1812.56
2025-04-17,direct,(none),281,394,222,0.57,22,5094.45
2025-04-17,direct,(none),134,196,111,0.57,8,1715.84
2025-04-17,email,newsletter,188,248,153,0.62,12,2348.96
2025-04-17,tiktok,social,171,232,157,0.68,11,2344.91
2025-04-18,email,newsletter,39,48,24,0.52,0,0.0
2025-04-18,email,newsletter,133,165,113,0.69,2,637.88
2025-04-18,google,organic,68,94,56,0.6,1,293.87
2025-04-18,google,organic,70,93,58,0.63,2,531.11
2025-04-18,google,organic,134,199,134,0.67,3,693.94
2025-04-18,instagram,social,25,37,18,0.51,0,0.0
2025-04-18,tiktok,social,97,123,66,0.54,1,284.65
2025-04-18,email,newsletter,20,28,16,0.6,0,0.0
2025-04-18,tiktok,social,98,127,80,0.63,2,570.41
2025-04-18,google,organic,64,95,55,0.58,2,643.0
2025-04-19,direct,(none),193,241,124,0.52,11,2234.17
2025-04-19,instagram,social,229,291,193,0.66,11,2460.5
2025-04-19,google,cpc,73,94,47,0.5,3,795.18
2025-04-19,google,organic,195,264,149,0.56,14,3872.8
2025-04-19,google,cpc,206,306,161,0.53,14,3252.74
2025-04-19,google,organic,103,138,70,0.51,5,1322.16
2025-04-20,email,newsletter,224,283,193,0.69,15,3560.56
2025-04-20,email,newsletter,216,278,182,0.66,13,2615.13
2025-04-20,direct,(none),133,188,130,0.69,8,1739.63
2025-04-20,instagram,social,38,47,24,0.51,2,426.71
2025-04-20,email,newsletter,51,75,40,0.54,2,406.76
2025-04-20,instagram,social,174,250,152,0.61,11,2756.54
2025-04-21,direct,(none),88,108,64,0.6,4,1020.53
2025-04-21,direct,(none),57,74,49,0.67,1,301.05
2025-04-21,tiktok,social,156,194,104,0.54,5,1270.66
2025-04-21,tiktok,social,193,241,131,0.55,7,1612.1
2025-04-21,google,cpc,28,35,18,0.53,1,241.27
2025-04-21,instagram,social,57,81,47,0.59,2,455.1
2025-04-21,tiktok,social,83,113,62,0.55,3,787.78
2025-04-21,tiktok,social,41,59,33,0.56,2,488.57
2025-04-21,google,cpc,71,90,59,0.66,2,564.31
2025-04-22,direct,(none),96,116,63,0.55,3,921.04
2025-04-22,tiktok,social,75,96,51,0.54,3,898.27
2025-04-22,tiktok,social,137,197,127,0.65,5,1264.03
2025-04-22,email,newsletter,49,63,37,0.6,2,622.85
2025-04-22,tiktok,social,146,190,112,0.59,4,1139.99
2025-04-22,google,organic,52,77,39,0.52,2,555.92
2025-04-22,instagram,social,103,146,85,0.58,5,1338.34
2025-04-22,email,newsletter,37,51,31,0.61,1,305.35
2025-04-22,direct,(none),34,50,31,0.63,1,246.44
2025-04-22,direct,(none),33,46,24,0.53,1,310.45
2025-04-22,instagram,social,53,74,51,0.69,1,265.66
2025-04-22,email,newsletter,145,208,111,0.53,5,1340.83
2025-04-22,tiktok,social,58,77,42,0.55,2,542.07
2025-04-22,instagram,social,56,77,40,0.52,2,558.5
2025-04-22,email,newsletter,121,174,102,0.59,4,1263.02
2025-04-23,email,newsletter,132,160,98,0.62,4,1070.28
2025-04-23,email,newsletter,96,142,92,0.65,4,987.87
2025-04-23,email,newsletter,131,167,102,0.62,2,580.41
2025-04-23,direct,(none),69,101,58,0.58,1,254.11
2025-04-23,email,newsletter,32,45,26,0.59,1,295.01
2025-04-23,google,organic,73,88,57,0.66,1,278.72
2025-04-23,google,cpc,29,37,23,0.63,0,0.0
2025-04-23,google,cpc,40,57,34,0.6,1,311.82
2025-04-24,direct,(none),125,156,81,0.52,3,788.54
2025-04-24,google,organic,87,129,78,0.61,3,825.31
2025-04-24,instagram,social,90,128,84,0.66,3,960.74
2025-04-24,instagram,social,103,129,71,0.55,2,565.1
2025-04-24,google,cpc,87,118,72,0.62,2,588.52
2025-04-25,tiktok,social,89,122,62,0.51,4,1059.58
2025-04-25,direct,(none),90,124,63,0.51,2,551.82
2025-04-25,direct,(none),46,67,40,0.6,2,587.17
2025-04-25,direct,(none),92,125,84,0.68,2,477.52
2025-04-25,instagram,social,100,131,87,0.67,3,946.55
2025-04-25,google,cpc,22,27,16,0.62,0,0.0
2025-04-25,instagram,social,127,158,100,0.64,3,895.76
2025-04-26,email,newsletter,161,193,101,0.53,8,1829.5
2025-04-26,tiktok,social,204,304,202,0.67,11,2206.02
2025-04-26,instagram,social,104,126,75,0.6,5,1278.46
2025-04-26,google,cpc,106,156,102,0.66,8,2157.05
2025-04-26,tiktok,social,180,217,126,0.58,11,2953.84
2025-04-26,google,cpc,46,63,38,0.61,3,819.14
2025-04-26,email,newsletter,60,78,52,0.67,3,768.32
2025-04-26,google,organic,132,163,105,0.65,7,1449.01
2025-04-27,google,organic,132,159,84,0.53,7,1452.39
2025-04-27,tiktok,social,282,380,237,0.62,22,5324.15
2025-04-27,direct,(none),74,91,57,0.64,4,891.67
2025-04-27,direct,(none),175,235,150,0.64,13,3330.01
